pub_year,lexeme,target,n_docs,n_pos,prevalence,prev_lo95,prev_hi95,std_prev,std_lo95,std_hi95,L_star
2024,battlefield,any,1690890,631,0.00037317625629106565,0.0003451776273207182,0.00040344504063375704,0.00036406460661915887,0.0003631832145927577,0.0003649481368729323,250
2025,battlefield,any,1079802,356,0.00032969007280964476,0.0002971797634438899,0.0003657555822786249,0.0003569843409702739,0.00035603666364026455,0.0003579345398685393,250
2010,battlefield,title,573735,20,3.485929915379051e-05,2.2567193270703948e-05,5.38464215182484e-05,4.2189493061912044e-05,4.1771121978332054e-05,4.2612054286824166e-05,250
2011,battlefield,title,619953,33,5.322984161702581e-05,3.79046262512073e-05,7.475072997705878e-05,4.193925162191029e-05,4.1546762299573554e-05,4.2335448606112e-05,250
2012,battlefield,title,692532,29,4.1875321284792615e-05,2.915787837910461e-05,6.0139245493106314e-05,4.16904943942786e-05,4.132319250542552e-05,4.2061060914798666e-05,250
2013,battlefield,title,784638,41,5.225339583349264e-05,3.852079817166691e-05,7.08812936937071e-05,4.144321257670524e-05,4.110033031399667e-05,4.178895523814847e-05,250
2014,battlefield,title,888573,47,5.28937971331562e-05,3.978008231036725e-05,7.033021345208247e-05,4.119739741907284e-05,4.0878074423032594e-05,4.151921473372934e-05,250
2015,battlefield,title,928889,37,3.983253112051063e-05,2.8900251815684205e-05,5.4900005163844876e-05,4.095304022314929e-05,4.065629927700736e-05,4.125194692362909e-05,250
2016,battlefield,title,979382,46,4.696839435480742e-05,3.521581350387635e-05,6.264292077998442e-05,4.071013234228e-05,4.043484867222498e-05,4.0987290088665206e-05,250
2017,battlefield,title,1041137,59,5.666881495903037e-05,4.3936756952658365e-05,7.309011776870296e-05,4.0468665181082544e-05,4.021352840259815e-05,4.072542062192268e-05,250
2018,battlefield,title,1155793,54,4.672116892903833e-05,3.5811500670047304e-05,6.095417198876561e-05,4.022863019514223e-05,3.999209878376583e-05,4.0466560503955656e-05,250
2019,battlefield,title,1250507,52,4.158313388089791e-05,3.171312269584846e-05,5.452480123521356e-05,3.999001889071017e-05,3.977026912378525e-05,4.021098283142027e-05,250
2020,battlefield,title,1408496,43,3.0529018186775116e-05,2.2666562803657576e-05,4.1118647656602714e-05,3.975282282440323e-05,3.95476982016413e-05,3.995901133789435e-05,250
2021,battlefield,title,1499230,51,3.4017462297312624e-05,2.5875117234248864e-05,4.472191432535474e-05,3.9517033602905e-05,3.932400719805113e-05,3.9711007462404704e-05,250
2022,battlefield,title,1536944,51,3.3182731446298626e-05,2.5240183547661674e-05,4.3624520878633534e-05,3.9282642882669206e-05,3.9098812493259566e-05,3.946733755096917e-05,250
2023,battlefield,title,1702456,62,3.641797497262778e-05,2.8411343186865088e-05,4.668085911210255e-05,3.9049642369624925e-05,3.8871781569255266e-05,3.92283169537219e-05,250
2024,battlefield,title,1690890,85,5.026938476187097e-05,4.065862091493304e-05,6.21517711737342e-05,3.8818023818882854e-05,3.864270279898185e-05,3.899414023504667e-05,250
2025,battlefield,title,1079802,55,5.093526405766983e-05,3.913598049576929e-05,6.629173108883745e-05,3.858777903444406e-05,3.8411543759295087e-05,3.876482285996954e-05,250
2010,battlefield,abstract,573735,176,0.0003067618325533565,0.000264670945980938,0.0003555440945694135,0.00046022477118334555,0.00045767039802252285,0.0004627933943398981,250
2011,battlefield,abstract,619953,194,0.0003129269476879699,0.00027188725627908325,0.0003601590937517541,0.00045087092351199417,0.0004485595300430904,0.00045319422201716564,250
2012,battlefield,abstract,692532,246,0.0003552182426227236,0.00031352225509652837,0.00040245723525910224,0.0004417071042941572,0.0004396269562322133,0.0004437970904580113,250
2013,battlefield,abstract,784638,277,0.0003530290401433527,0.000313837045574914,0.0003971133898282566,0.00043272945637985803,0.0004308683939967236,0.00043459855380881637,250
2014,battlefield,abstract,888573,302,0.00033987078157900365,0.000303644929797445,0.0003804168535625296,0.0004239342007745651,0.0004222793625331957,0.000425595521273574,250
2015,battlefield,abstract,928889,312,0.00033588512728646805,0.00030063040168827474,0.00037527259895782014,0.0004153176350610427,0.000413855057025823,0.0004167853797422745,250
2016,battlefield,abstract,979382,288,0.0002940629907431421,0.0002620096170942444,0.00033003637160108456,0.0004068761318528484,0.00040559016632371625,0.0004081661730036748,250
2017,battlefield,abstract,1041137,313,0.0003006328657996018,0.0002691254292250387,0.0003358277468872113,0.0003986061372788503,0.00039747862684055303,0.00039973684479825645,250
2018,battlefield,abstract,1155793,312,0.0002699445315899992,0.00024161018458390725,0.00030160072956623594,0.00039050416949815153,0.00038951335130496344,0.0003914975070817475,250
2019,battlefield,abstract,1250507,362,0.0002894825858631739,0.0002611619338708996,0.0003208733709742859,0.0003825668172448193,0.0003816861111358123,0.00038344955472382954,250
2020,battlefield,abstract,1408496,377,0.00026766139200963296,0.00024197500704637443,0.0002960736575780941,0.0003747907384018288,0.0003739880217447022,0.0003755951773385135,250
2021,battlefield,abstract,1499230,389,0.0002594665261500904,0.00023493434338027144,0.0002865596605570514,0.00036717265860364284,0.00036641121003989734,0.000367935688970812,250
2022,battlefield,abstract,1536944,437,0.00028433046356926475,0.0002588958363781164,0.0003122630768531067,0.0003597093698668592,0.00035895138404936836,0.0003604689557208618,250
2023,battlefield,abstract,1702456,539,0.00031660142758461893,0.0002909814017316114,0.0003444764413700944,0.00035239772924836916,0.00035160926321958996,0.0003531879627477382,250
2024,battlefield,abstract,1690890,592,0.00035011147975326604,0.00032302585245123206,0.0003794673672271141,0.00034523465753048095,0.0003443891704151252,0.00034608221962682334,250
2025,battlefield,abstract,1079802,338,0.0003130203500271346,0.0002813855004321758,0.0003482105183319259,0.00033821713793247315,0.0003372961669901834,0.0003391406226884603,250
2010,battleground,any,573735,38,6.623266839220198e-05,4.825780070104829e-05,9.090213244498858e-05,0.00010101546867215108,9.936396415421993e-05,0.00010269441962976959,250
2011,battleground,any,619953,42,6.774707114894194e-05,5.0124031420848463e-05,9.156560396408307e-05,0.0001002276761073017,9.869969772080038e-05,0.0001017793068489175,250
2012,battleground,any,692532,72,0.00010396631491396787,8.256640583026945e-05,0.0001309120164695315,9.944602671447549e-05,9.80385853242222e-05,0.00010087367128719085,250
2013,battleground,any,784638,55,7.009601880102671e-05,5.385820150936719e-05,9.122896158282528e-05,9.86704725989794e-05,9.73803002646765e-05,9.997773646220617e-05,250
2014,battleground,any,888573,76,8.553039536425257e-05,6.834216870923283e-05,0.0001070410413290138,9.790096623937824e-05,9.672441425617814e-05,9.909182833648548e-05,250
2015,battleground,any,928889,80,8.612439161191488e-05,6.920725125350446e-05,0.0001071763438266149,9.713746048459043e-05,9.607035441493794e-05,9.821641832183069e-05,250
2016,battleground,any,979382,73,7.453679973697699e-05,5.928778543383012e-05,9.370754335048371e-05,9.637990855100288e-05,9.541734003731985e-05,9.735218649416749e-05,250
2017,battleground,any,1041137,71,6.819467562866366e-05,5.407051459371241e-05,8.600799641383262e-05,9.562826401960841e-05,9.476429091356067e-05,9.650011327268884e-05,250
2018,battleground,any,1155793,89,7.700340804971132e-05,6.258165682812336e-05,9.474829277718785e-05,9.488248083316879e-05,9.410970003312857e-05,9.566160670742722e-05,250
2019,battleground,any,1250507,87,6.957178168534842e-05,5.640847614775359e-05,8.580657143490304e-05,9.414251329339464e-05,9.345147579753054e-05,9.483866025942826e-05,250
2020,battleground,any,1408496,101,7.17076938805648e-05,5.902067591415638e-05,8.71216613171341e-05,9.340831605815282e-05,9.278680198416568e-05,9.403399282994941e-05,250
2021,battleground,any,1499230,81,5.402773423690828e-05,4.347371469298416e-05,6.714375820192e-05,9.26798441386901e-05,9.21121656165025e-05,9.325102088338343e-05,250
2022,battleground,any,1536944,95,6.18109703411445e-05,5.056881746144374e-05,7.555222164727846e-05,9.195705289688334e-05,9.142383732467159e-05,9.249337807983507e-05,250
2023,battleground,any,1702456,117,6.872424309350727e-05,5.734900172635214e-05,8.235559102156853e-05,9.123989804250795e-05,9.071901157121181e-05,9.17637750425965e-05,250
2024,battleground,any,1690890,160,9.462472425763946e-05,8.105523948005019e-05,0.00011046563006271159,9.052833563052729e-05,8.999716378070765e-05,9.106264222178923e-05,250
2025,battleground,any,1079802,127,0.00011761415518771034,9.886128748598069e-05,0.00013992373193227845,8.982232205840673e-05,8.92604826854057e-05,9.038769754209096e-05,250
2010,battleground,title,573735,4,6.971859830758102e-06,2.711223368624738e-06,1.7927886214030264e-05,8.291128564104821e-06,8.08062655880176e-06,8.507114143849986e-06,250
2011,battleground,title,619953,3,4.83907651063871e-06,1.6457240390930752e-06,1.4228701666954758e-05,8.371848045189318e-06,8.170877651503515e-06,8.577761451659053e-06,250
2012,battleground,title,692532,14,2.021567234438264e-05,1.2042595213432428e-05,3.39354710677587e-05,8.453353375811276e-06,8.262024944989235e-06,8.649112470068443e-06,250
2013,battleground,title,784638,10,1.2744730691095766e-05,6.922934190245808e-06,2.3462214244315932e-05,8.535652206527848e-06,8.354053802535225e-06,8.721198118341496e-06,250
2014,battleground,title,888573,10,1.1253999390033232e-05,6.113167894050486e-06,2.0717892413072105e-05,8.618752262374874e-06,8.446942765920181e-06,8.794056306419206e-06,250
2015,battleground,title,928889,12,1.2918658741787232e-05,7.390305620829804e-06,2.258242920719329e-05,8.702661343591817e-06,8.540661284926906e-06,8.867734207207652e-06,250
2016,battleground,title,979382,15,1.5315780767871984e-05,9.281986661271077e-06,2.5271768751699155e-05,8.787387326353922e-06,8.635166603248646e-06,8.94229137248032e-06,250
2017,battleground,title,1041137,12,1.1525860669633296e-05,6.5935339046710955e-06,2.0147765362470668e-05,8.872938163511332e-06,8.730399489526064e-06,9.017804003668899e-06,250
2018,battleground,title,1155793,14,1.2112895648269197e-05,7.2157145344617174e-06,2.0333641614067428e-05,8.9593218853355e-06,8.826278434944131e-06,9.094370756113908e-06,250
2019,battleground,title,1250507,11,8.79643216711302e-06,4.911964117759385e-06,1.575275782143468e-05,9.046546600272817e-06,8.922691944515781e-06,9.172120449648405e-06,250
2020,battleground,title,1408496,20,1.41995433426861e-05,9.192465980364898e-06,2.1933883863797217e-05,9.134620495705624e-06,9.019488792523207e-06,9.251221815044089e-06,250
2021,battleground,title,1499230,12,8.004108775838263e-06,4.578862712269436e-06,1.3991595111443474e-05,9.223551838720529e-06,9.116466952393816e-06,9.331894566042886e-06,250
2022,battleground,title,1536944,13,8.458343309840826e-06,4.943325082779611e-06,1.4472726663237734e-05,9.313348976884363e-06,9.213363970954765e-06,9.414419027030754e-06,250
2023,battleground,title,1702456,20,1.1747733862137994e-05,7.60521691279383e-06,1.8146614497882394e-05,9.404020339027542e-06,9.30985544803161e-06,9.499137655387743e-06,250
2024,battleground,title,1690890,23,1.3602304112035674e-05,9.064377761034974e-06,2.041201963224747e-05,9.495574436035126e-06,9.405573152969754e-06,9.586436926936383e-06,250
2025,battleground,title,1079802,11,1.0187052811533966e-05,5.6884936910671205e-06,1.8243085328529813e-05,9.58801986164555e-06,9.500154774126721e-06,9.676697588440345e-06,250
2010,battleground,abstract,573735,34,5.926080856144387e-05,4.2410110025047255e-05,8.280619681941528e-05,9.189367665062626e-05,9.042043581912737e-05,9.339091908984087e-05,250
2011,battleground,abstract,619953,41,6.61340456453957e-05,4.875358104132073e-05,8.971002332620352e-05,9.128297582934621e-05,8.992623308435059e-05,9.266018624248839e-05,250
2012,battleground,abstract,692532,62,8.952654895369456e-05,6.98441504442839e-05,0.00011475490012817055,9.067633319449829e-05,8.943351533598067e-05,9.193642035307975e-05,250
2013,battleground,abstract,784638,50,6.372365345547883e-05,4.834009900594008e-05,8.400239579096008e-05,9.007372178378087e-05,8.894195101753809e-05,9.121989282119214e-05,250
2014,battleground,abstract,888573,70,7.877799573023264e-05,6.235930153033956e-05,9.951916762325945e-05,8.947511481396386e-05,8.845108738087022e-05,9.051099667749622e-05,250
2015,battleground,abstract,928889,71,7.643539755557446e-05,6.0604502633659376e-05,9.640118447191783e-05,8.88804856796995e-05,8.796029218120752e-05,8.981030488542325e-05,250
2016,battleground,abstract,979382,61,6.228417512267941e-05,4.849300682120838e-05,7.999716885179298e-05,8.828980795234226e-05,8.746866350081089e-05,8.911866051426733e-05,250
2017,battleground,abstract,1041137,64,6.14712569047109e-05,4.8143622291411377e-05,7.84881008825265e-05,8.770305537877533e-05,8.697489184971562e-05,8.843731463521425e-05,250
2018,battleground,abstract,1155793,79,6.835133972951904e-05,5.484978959887664e-05,8.517608087886362e-05,8.712020188024664e-05,8.647705946912847e-05,8.776812701474439e-05,250
2019,battleground,abstract,1250507,79,6.317437647290259e-05,5.069541714369474e-05,7.872485931859741e-05,8.654122155121102e-05,8.597238804629678e-05,8.711381839658477e-05,250
2020,battleground,abstract,1408496,86,6.105803637355023e-05,4.944559945031414e-05,7.539748085743405e-05,8.59660886581808e-05,8.545705097668467e-05,8.647815823637993e-05,250
2021,battleground,abstract,1499230,72,4.802465265502958e-05,3.8139302644089885e-05,6.04720378502241e-05,8.539477763858339e-05,8.492641289386163e-05,8.586572516867239e-05,250
2022,battleground,abstract,1536944,90,5.855776137582111e-05,4.764538936495103e-05,7.196924807531358e-05,8.482726309962761e-05,8.437625962755282e-05,8.528067704574825e-05,250
2023,battleground,abstract,1702456,105,6.167560277622446e-05,5.095336322460101e-05,7.465398069809354e-05,8.426351981717656e-05,8.380490608545551e-05,8.472464305273705e-05,250
2024,battleground,abstract,1690890,145,8.575365635848577e-05,7.288607651071757e-05,0.00010089269754122531,8.370352273462756e-05,8.321442249304743e-05,8.41954974647435e-05,250
2025,battleground,abstract,1079802,122,0.00011298367663701309,9.463590037596701e-05,0.0001348881948871774,8.314724696180122e-05,8.260950458043974e-05,8.368848945696007e-05,250
2010,combat,any,573735,1150,0.0020044097013429546,0.001891965314701282,0.0021235227302824206,0.0020354790097212153,0.002031390067981101,0.0020395761651839546,250
2011,combat,any,619953,1203,0.0019404696807661225,0.0018339657319956946,0.0020531459145990824,0.002210923612212883,0.002206808961638907,0.00221504591762477,250
2012,combat,any,692532,1490,0.002151525128080724,0.00204512466610606,0.002263448667131478,0.0024014539704087816,0.0023973375750769204,0.0024055774168338785,250
2013,combat,any,784638,1641,0.002091410306408815,0.0019927357617440544,0.002194960184614856,0.0026083607059466498,0.002604270037285713,0.00261245778321344,250
2014,combat,any,888573,1937,0.002179899681849437,0.0020850562659352942,0.0022790474084911617,0.0028330436812347916,0.002829009746969296,0.002837083351192045,250
2015,combat,any,928889,2122,0.002284449487506042,0.002189399354126623,0.002383616250288505,0.0030770210346014845,0.003073078145148111,0.003080968967314729,250
2016,combat,any,979382,2453,0.0025046406815726653,0.0024075809575764494,0.0026056030716181708,0.0033419389246178233,0.003338123970503375,0.0033457582239927192,250
2017,combat,any,1041137,2625,0.0025212820214822835,0.0024267713234688423,0.0026194637771148038,0.0036295820322936154,0.0036259328476119027,0.003633234876169026,250
2018,combat,any,1155793,3139,0.0027158842457083577,0.002622643140296058,0.0028124309432183896,0.003941884871870631,0.0039384368681381465,0.003945335882288163,250
2019,combat,any,1250507,3497,0.0027964657534903844,0.00270542527590869,0.002890560961729325,0.004280943962765571,0.004277723462497825,0.004284166877167239,250
2020,combat,any,1408496,5399,0.0038331667253581124,0.0037324605997146364,0.003936579282911789,0.004649030916770394,0.004646042324670077,0.00465202142231398,250
2021,combat,any,1499230,6047,0.004033403813957831,0.003933212084958682,0.004136137154816322,0.0050486064958051805,0.005045809249112383,0.005051405285335422,250
2022,combat,any,1536944,6301,0.004099693938100542,0.003999906998018187,0.004201959791980125,0.0054823356962277105,0.005479610582092176,0.00548506215813953,250
2023,combat,any,1702456,8444,0.0049598932365946605,0.004855476729804068,0.005066543776915342,0.005953103915800185,0.005950227699041637,0.00595598151453212,250
2024,combat,any,1690890,11226,0.006639107215726629,0.006517818171232923,0.006762637945069971,0.006464034258738532,0.0064607010016785975,0.006467369224324986,250
2025,combat,any,1079802,7050,0.006528974756483133,0.006378814010053395,0.0066826465945367475,0.007018506032638115,0.007014387454413031,0.007022627012031173,250
2010,combat,title,573735,156,0.000271902533399566,0.00023245570921411057,0.0003180411998283693,0.00021557259191690593,0.0002148474411431266,0.00021630018968226864,250
2011,combat,title,619953,173,0.00027905341211349895,0.00024045796547415605,0.00032384173319112853,0.00023452913329026457,0.00023379251949081923,0.0002352680674043395,250
2012,combat,title,692532,213,0.0003075670149538216,0.000268947773797809,0.00035172978985757795,0.0002551522072632088,0.0002544070071179827,0.0002558995896640244,250
2013,combat,title,784638,217,0.00027656065599677813,0.00024213445252017833,0.00031587996333948466,0.0002775882461546192,0.0002768376734397736,0.0002783408532838706,250
2014,combat,title,888573,248,0.0002790991848728242,0.0002464612738517576,0.00031605784154638814,0.00030199653443386583,0.00030124406772530365,0.0003027508801327121,250
2015,combat,title,928889,253,0.0002723683884726808,0.00024081434227905016,0.0003080557060894907,0.000328550334102682,0.00032779957541572726,0.00032930281168428956,250
2016,combat,title,979382,373,0.0003808524150944167,0.00034411977772466715,0.00042150437884245844,0.00035743810813613347,0.0003566925320444409,0.0003581852421088529,250
2017,combat,title,1041137,347,0.00033328947103022943,0.00030002303383163656,0.0003702431117581339,0.0003888648504380517,0.00038812738201916873,0.0003896037195509388,250
2018,combat,title,1155793,402,0.0003478131464717298,0.0003154390765839742,0.0003835085497143076,0.0004230535314789964,0.00042232586390069434,0.00042378245229718277,250
2019,combat,title,1250507,438,0.0003502579353814093,0.00031896081219989753,0.0003846248182887505,0.00046024666955452026,0.00045952820736545484,0.00046096625452528723,250
2020,combat,title,1408496,709,0.0005033738114982222,0.00046766810890478305,0.0005418041089607548,0.0005007080384322107,0.000499994364367424,0.0005014227306587795,250
2021,combat,title,1499230,834,0.0005562855599207593,0.0005198001478280337,0.0005953304025829138,0.0005447245230518775,0.0005440054142661387,0.0005454445818929279,250
2022,combat,title,1536944,749,0.00048733070300544456,0.0004536649637995323,0.0005234934135434457,0.0005926081359085573,0.0005918655004818983,0.0005933517025939986,250
2023,combat,title,1702456,1001,0.0005879740798000066,0.0005526701458753247,0.0006255317769975864,0.0006446982077872064,0.0006439047892668172,0.0006454926033252405,250
2024,combat,title,1690890,1300,0.0007688258845933207,0.0007281677038261327,0.0008117524230188657,0.0007013637676354903,0.00070048350769479,0.0007022451329741527,250
2025,combat,title,1079802,914,0.0008464514790674587,0.0007933465119572834,0.0009031079694760375,0.0007630061275615314,0.0007619961236848262,0.0007640174691456403,250
2010,combat,abstract,573735,1079,0.0018806591893469982,0.0017718365739788438,0.0019961521041519143,0.0019392992904129973,0.0019353781616266697,0.0019432283480453271,250
2011,combat,abstract,619953,1125,0.001814653691489516,0.0017117532432061662,0.0019237279840308436,0.0021061399238370576,0.0021022015928509716,0.002110085617415619,250
2012,combat,abstract,692532,1391,0.0020085714450740182,0.0019058506538873882,0.00211681689924942,0.002287301195923797,0.0022833698382868054,0.002291239306772271,250
2013,combat,abstract,784638,1556,0.0019830800955345012,0.0018870526716525274,0.002083983913686415,0.0024840064071643356,0.0024801096936738817,0.002487909227846255,250
2014,combat,abstract,888573,1840,0.0020707358877661147,0.0019783463738171163,0.0021674306563075362,0.00269758229705349,0.0026937514191896603,0.0027014186081852206,250
2015,combat,abstract,928889,2017,0.002171411223515404,0.0020787881007136967,0.002268151910665106,0.002929467600792753,0.002925737025275894,0.002933202919132302,250
2016,combat,abstract,979382,2288,0.0023361670931260734,0.0022424865375322363,0.002433751636381837,0.0031812222796434226,0.003177628990739728,0.0031848196188854617,250
2017,combat,abstract,1041137,2473,0.002375287786333595,0.0022836007790723967,0.0024706469285529216,0.0034545374717370107,0.0034511192382692987,0.0034579590791177684,250
2018,combat,abstract,1155793,2963,0.0025636078432729735,0.002473058035583641,0.0026574642552855588,0.0037512462122280964,0.0037480379676479744,0.003754457192651341,250
2019,combat,abstract,1250507,3310,0.0026469264066494628,0.002558387945631177,0.002738520517068318,0.004073334973598407,0.004070361504333767,0.004076310606142986,250
2020,combat,abstract,1408496,5062,0.0035939044200338516,0.0034964230331617665,0.0036940935439157426,0.004422956078623544,0.004420217658608894,0.004425696187606783,250
2021,combat,abstract,1499230,5657,0.003773270278743088,0.003676392294651199,0.0038726912077648975,0.004802441039911897,0.0047998873564013425,0.004804996075498664,250
2022,combat,abstract,1536944,5976,0.0038882353553545217,0.003791078009312757,0.00398787267223581,0.005214314880921478,0.005211808385366978,0.005216822575594021,250
2023,combat,abstract,1702456,7996,0.00469674399808277,0.004595151894147739,0.004800571323096563,0.0056613114938359075,0.005658607255215383,0.005664017017445839,250
2024,combat,abstract,1690890,10674,0.006312651917037773,0.006194391215737456,0.006433155786503301,0.006146390089495157,0.006143173197702051,0.006149608655400411,250
2025,combat,abstract,1079802,6647,0.006155758185296934,0.006009976347305905,0.006305053770381989,0.006672752793565353,0.006668703943453706,0.006676804085380583,250
2010,conquer,any,573735,228,0.00039739601035321183,0.00034906043204218273,0.0004524217504286351,0.0006589908240930766,0.0006556845151999783,0.0006623137940987854,250
2011,conquer,any,619953,233,0.00037583494232627313,0.000330583005430342,0.000427278554279379,0.00064513635768837,0.0006421337755741272,0.0006481529706050997,250
2012,conquer,any,692532,304,0.0004389688851923088,0.0003923279162271968,0.0004911519301470436,0.0006315729802098629,0.0006288591885182198,0.0006342984756201514,250
2013,conquer,any,784638,353,0.00044988899339568056,0.0004053499926988479,0.0004993194007927656,0.0006182945833998802,0.0006158542195537974,0.0006207446113457886,250
2014,conquer,any,888573,389,0.00043778057627229277,0.00039639223591732953,0.0004834882902700357,0.0006052951868587509,0.0006031121723339386,0.0006074860981826663,250
2015,conquer,any,928889,398,0.00042846884826927654,0.00038839872111594417,0.00047267095573133133,0.0005925689353817441,0.0005906260690158499,0.0005945181890109881,250
2016,conquer,any,979382,455,0.00046457868329211684,0.0004238154723783658,0.0005092605637827284,0.0005801100963509283,0.0005783884837777039,0.0005818368304374644,250
2017,conquer,any,1041137,507,0.00048696761329200674,0.00044639286644085536,0.0005312284296313647,0.0005679130571808264,0.0005663913263453554,0.0005694388741405921,250
2018,conquer,any,1155793,483,0.0004178948998652873,0.0003822577323434439,0.00045685293488816243,0.000555972322816801,0.0005546256072285693,0.000557322306612464,250
2019,conquer,any,1250507,579,0.0004630122022507671,0.00042681042944105267,0.0005022830420440194,0.0005442825132850771,0.0005430813134618591,0.0005454863684998175,250
2020,conquer,any,1408496,647,0.0004593552271358953,0.00042530438637955736,0.0004961309028686723,0.0005328383612933766,0.0005317477101677252,0.0005339312482244586,250
2021,conquer,any,1499230,718,0.00047891250842098946,0.00044514732157641926,0.000515237522338033,0.0005216347098811247,0.0005206145315418516,0.0005226568862814106,250
2022,conquer,any,1536944,773,0.0005029461060389969,0.0004687263471219055,0.0005396627582296692,0.0005106665101182391,0.000509674136460198,0.0005116608150128556,250
2023,conquer,any,1702456,747,0.00043877785975085406,0.0004084264838275025,0.00047138367224478926,0.0004999288188514954,0.0004989234546673321,0.000500936207896498,250
2024,conquer,any,1690890,612,0.00036193957028547095,0.00033438210283155554,0.0003917672441678825,0.0004894167964975186,0.0004883638997405808,0.0004904719621518555,250
2025,conquer,any,1079802,323,0.0002991289143750428,0.00026824155369525524,0.00033357169260350207,0.0004791257048814399,0.000477999165781875,0.0004802548977106666,250
2010,conquer,title,573735,20,3.485929915379051e-05,2.2567193270703948e-05,5.38464215182484e-05,3.371154998021749e-05,3.3314266225826235e-05,3.411357131447797e-05,250
2011,conquer,title,619953,28,4.5164714099294626e-05,3.124966861384951e-05,6.527553252738019e-05,3.446920915945944e-05,3.408952840070585e-05,3.4853118561459844e-05,250
2012,conquer,title,692532,30,4.331929788081995e-05,3.0345460627939893e-05,6.183960041700568e-05,3.524389595089585e-05,3.488262793477708e-05,3.5608905368954613e-05,250
2013,conquer,title,784638,30,3.82341920732873e-05,2.67832928750817e-05,5.458052874064926e-05,3.6035993005349304e-05,3.5693919862422424e-05,3.638134429139644e-05,250
2014,conquer,title,888573,45,5.064299725514955e-05,3.7851160338085786e-05,6.775755512948137e-05,3.684589157147351e-05,3.652374616281976e-05,3.717087824964563e-05,250
2015,conquer,title,928889,36,3.8755976225361695e-05,2.7996066868777443e-05,5.3651089224691395e-05,3.767399168888303e-05,3.737242589640797e-05,3.7977990785353994e-05,250
2016,conquer,title,979382,51,5.2073654610764745e-05,3.9609492972322536e-05,6.84597217745851e-05,3.852070238561816e-05,3.824023994072799e-05,3.880322172478433e-05,250
2017,conquer,title,1041137,64,6.14712569047109e-05,4.8143622291411377e-05,7.84881008825265e-05,3.93864418800431e-05,3.912740706387562e-05,3.9647191514048755e-05,250
2018,conquer,title,1155793,50,4.3260341600961415e-05,3.281677408838491e-05,5.702726691939962e-05,4.027163778727571e-05,4.00340461820385e-05,4.051063937949537e-05,250
2019,conquer,title,1250507,49,3.9184106926230724e-05,2.9641847397237676e-05,5.179803736368767e-05,4.11767273302516e-05,4.096011736882367e-05,4.1394482745748036e-05,250
2020,conquer,title,1408496,70,4.969840169940135e-05,3.934029152350661e-05,6.278358139912978e-05,4.2102157555526085e-05,4.19053336777295e-05,4.2299905850257675e-05,250
2021,conquer,title,1499230,67,4.468960733176364e-05,3.519365544279315e-05,5.6747611495637414e-05,4.304838555391932e-05,4.286904565602279e-05,4.3228475676321134e-05,250
2022,conquer,title,1536944,90,5.855776137582111e-05,4.764538936495103e-05,7.196924807531358e-05,4.4015878686114705e-05,4.3850143415770676e-05,4.418224033904355e-05,250
2023,conquer,title,1702456,80,4.6990935448551976e-05,3.776052610267099e-05,5.8477549434135825e-05,4.500511481332071e-05,4.4847123560165896e-05,4.5163662626332664e-05,250
2024,conquer,title,1690890,74,4.3763934969158255e-05,3.486427958296741e-05,5.49352424790993e-05,4.601658253310912e-05,4.585854631470664e-05,4.617516334559571e-05,250
2025,conquer,title,1079802,63,5.8344029738785445e-05,4.560664708164113e-05,7.463854315114922e-05,4.7050781420547076e-05,4.688382728911107e-05,4.7218330050500033e-05,250
2010,conquer,abstract,573735,215,0.000374737465903248,0.00032789008166387223,0.000428275315326829,0.000633383452445455,0.0006303232645402905,0.0006364584879478882,250
2011,conquer,abstract,619953,215,0.0003468004832624409,0.0003034451148601833,0.0003963478865362069,0.0006190514137512143,0.0006162902118743615,0.0006218249791084437,250
2012,conquer,abstract,692532,289,0.00041730923625189883,0.0003718983948996687,0.00046826239388355186,0.0006050434804203295,0.0006025657621700664,0.0006075313807223712,250
2013,conquer,abstract,784638,337,0.00042949742428992734,0.0003860322548283864,0.00047785420011829183,0.0005913523319049155,0.0005891421753606006,0.0005935707748883543,250
2014,conquer,abstract,888573,368,0.00041414717755322296,0.0003739472307329365,0.00045866670235816196,0.0005779708126127434,0.0005760115425711732,0.0005799367431312371,250
2015,conquer,abstract,928889,377,0.00040586119547114885,0.00036691464352785517,0.00044893991471215523,0.0005648919282078508,0.0005631656336216847,0.0005666235114751404,250
2016,conquer,abstract,979382,426,0.00043496817380756436,0.0003955854050981996,0.0004782698443772228,0.000552108841993329,0.0005505956772418872,0.0005536261629692768,250
2017,conquer,abstract,1041137,475,0.00045623198483965127,0.0004170145501168764,0.0004991357158588537,0.0005396148713744962,0.0005382920671220664,0.0005409409245398169,250
2018,conquer,abstract,1155793,451,0.000390208281240672,0.0003558248723412382,0.0004279127416821412,0.0005274034844007043,0.0005262440460516041,0.0005285654759119205,250
2019,conquer,abstract,1250507,548,0.0004382222570525395,0.0004030424940771876,0.0004764712393164721,0.0005154682963840631,0.0005144395971081151,0.000516499051635784,250
2020,conquer,abstract,1408496,611,0.00043379604911906035,0.0004007426573423213,0.0004695744152894069,0.0005038030665934018,0.0005028661000506088,0.0005047417780598701,250
2021,conquer,abstract,1499230,681,0.0004542331730288215,0.0004213813049762853,0.0004896449946246295,0.0004924016950218248,0.0004915124246707714,0.0004932925734939125,250
