pub_year,lexeme,target,n_docs,n_pos,prevalence,prev_lo95,prev_hi95,std_prev,std_lo95,std_hi95,L_star
2011,arms_race,abstract,619953,37,5.9681943631210754e-05,4.330197209147318e-05,8.2257508206422e-05,7.618133911819631e-05,7.534823104990849e-05,7.702365796130936e-05,250
2012,arms_race,abstract,692532,39,5.6315087245065934e-05,4.119831856146017e-05,7.697817703809727e-05,7.572609471399193e-05,7.497058228942643e-05,7.648922019614613e-05,250
2013,arms_race,abstract,784638,26,3.313629979684899e-05,2.26142646741561e-05,4.8553822305341015e-05,7.527357055425336e-05,7.459255455963466e-05,7.59608036245001e-05,250
2014,arms_race,abstract,888573,53,5.964619676717614e-05,4.5605175502389756e-05,7.800986114470759e-05,7.48237503870087e-05,7.421339525269726e-05,7.543912490202672e-05,250
2015,arms_race,abstract,928889,57,6.136362902348936e-05,4.7367831621961205e-05,7.949444307877265e-05,7.437661805735468e-05,7.383203252155882e-05,7.49252201584976e-05,250
2016,arms_race,abstract,979382,42,4.288418615004156e-05,3.172863926729703e-05,5.796171064612627e-05,7.39321575068751e-05,7.34469418379891e-05,7.442057843818595e-05,250
2017,arms_race,abstract,1041137,37,3.553807039803599e-05,2.5784419057551188e-05,4.898112247247331e-05,7.349035277306704e-05,7.305600828178494e-05,7.3927279409114e-05,250
2018,arms_race,abstract,1155793,79,6.835133972951904e-05,5.484978959887664e-05,8.517608087886362e-05,7.305118798876617e-05,7.2656496333352e-05,7.344802356892264e-05,250
2019,arms_race,abstract,1250507,84,6.717275473068123e-05,5.42622786380173e-05,8.315472977450263e-05,7.261464738157981e-05,7.22453743912258e-05,7.298580772582056e-05,250
2020,arms_race,abstract,1408496,73,5.182833320080426e-05,4.122501615654638e-05,6.515870815079847e-05,7.218071527331909e-05,7.182023197767942e-05,7.254300779144869e-05,250
2021,arms_race,abstract,1499230,72,4.802465265502958e-05,3.8139302644089885e-05,6.04720378502241e-05,7.174937607943874e-05,7.138047684488507e-05,7.212018167320959e-05,250
2022,arms_race,abstract,1536944,94,6.116032854807983e-05,4.998343153211539e-05,7.483632724291531e-05,7.132061430847593e-05,7.092777374052885e-05,7.171563050714535e-05,250
2023,arms_race,abstract,1702456,112,6.578730962797277e-05,5.467991540924238e-05,7.915082366150074e-05,7.08944145614968e-05,7.04652233515239e-05,7.132621971273576e-05,250
2024,arms_race,abstract,1690890,110,6.505449792712713e-05,5.3980668714973317e-05,7.839988252505878e-05,7.047076153154204e-05,6.999612506266549e-05,7.094861623275613e-05,250
2025,arms_race,abstract,1079802,66,6.11223168692038e-05,4.804841750429819e-05,7.775332722156102e-05,7.00496400030798e-05,6.952323409803167e-05,7.058003139040809e-05,250
2010,arsenal,any,573735,115,0.00020044097013429546,0.00016700451294474088,0.000240570226506602,0.0002690453695904018,0.00026735842479411724,0.0002707429555776876,250
2011,arsenal,any,619953,100,0.00016130255035462366,0.0001326362872345218,0.00019616314716003162,0.0002741655778419727,0.00027258939854759976,0.0002757508684808632,250
2012,arsenal,any,692532,141,0.00020360070003985376,0.00017265631169864398,0.00024008977551984807,0.0002793832016563898,0.0002779215755589353,0.0002808525124781344,250
2013,arsenal,any,784638,145,0.00018479859502088861,0.00015707011326610712,0.0002174210791413468,0.00028470009338691884,0.0002833565157727118,0.00028605003995394964,250
2014,arsenal,any,888573,173,0.00019469418944757493,0.0001677654304507583,0.00022594442388929186,0.00029011814056905316,0.00028889560491216106,0.00029134584819061885,250
2015,arsenal,any,928889,195,0.00020992820455404253,0.0001824611693931559,0.000241529027583891,0.00029563926658719003,0.0002945399184201085,0.00029674271677093537,250
2016,arsenal,any,979382,246,0.00025117880459310055,0.0002216938343397391,0.0002845841184659962,0.00030126543135388506,0.0003002899746662097,0.0003022440557399634,250
2017,arsenal,any,1041137,202,0.0001940186546054938,0.00016904625817192967,0.0002226792822931209,0.0003069986320019163,0.0003061452737559943,0.0003078543681909387,250
2018,arsenal,any,1155793,277,0.00023966229246932626,0.00021305459785017625,0.00026959203935346876,0.00031284090358939004,0.00031210343030051087,0.00031358011891696513,250
2019,arsenal,any,1250507,342,0.0002734890728320593,0.0002460024538864754,0.0003040459231577989,0.0003187943198181485,0.0003181586502150914,0.00031943125906051426,250
2020,arsenal,any,1408496,392,0.00027831104951664756,0.00025209325549488344,0.0003072546660531274,0.0003248609937657071,0.0003242998116921402,0.00032542314661628674,250
2021,arsenal,any,1499230,423,0.0002821448343482988,0.00025651113072238703,0.00031033937339494314,0.00033104307863098757,0.00033051112964515824,0.0003315758834907686,250
2022,arsenal,any,1536944,417,0.00027131762770797114,0.0002464992528716179,0.00029863405368577467,0.00033734276849410095,0.00033678129607818505,0.00033790517666481255,250
2023,arsenal,any,1702456,549,0.0003224752945156879,0.0002966087905686954,0.00035059675988736544,0.0003437622990904356,0.00034311475458615923,0.000344411065254269,250
2024,arsenal,any,1690890,542,0.0003205412534227537,0.00029467131772284406,0.00034868158365277237,0.00035030394859933265,0.00034952726581994015,0.00035108235663549095,250
2025,arsenal,any,1079802,245,0.0002268934489841656,0.00020020807214316493,0.0002571347573358023,0.000356970038447601,0.00035603426087792546,0.00035790827467429773,250
2010,arsenal,title,573735,12,2.0915579492274308e-05,1.1965074723820786e-05,3.656128746198289e-05,1.132710728224956e-05,1.1036030640586308e-05,1.1625861016253544e-05,250
2011,arsenal,title,619953,2,3.2260510070924733e-06,8.846999927914279e-07,1.176369469584913e-05,1.157255002705424e-05,1.1295279100144456e-05,1.1856627182892931e-05,250
2012,arsenal,title,692532,11,1.5883742556300648e-05,8.869557509886348e-06,2.844469725310083e-05,1.182331111370971e-05,1.1560560816079966e-05,1.2092033170425093e-05,250
2013,arsenal,title,784638,10,1.2744730691095766e-05,6.922934190245808e-06,2.3462214244315932e-05,1.2079505779209234e-05,1.183199990056904e-05,1.233218900783318e-05,250
2014,arsenal,title,888573,16,1.8006399024053172e-05,1.1084112270983286e-05,2.925168892078695e-05,1.2341251757362468e-05,1.2109716577080365e-05,1.2577213784888504e-05,250
2015,arsenal,title,928889,21,2.2607652798127656e-05,1.4787569639279712e-05,3.456307316328553e-05,1.2608669332888077e-05,1.239382361341253e-05,1.2827239334112413e-05,250
2016,arsenal,title,979382,18,1.837893692144638e-05,1.1626096713237574e-05,2.9053946977560764e-05,1.2881881396678203e-05,1.2684420377292595e-05,1.3082416292750012e-05,250
2017,arsenal,title,1041137,14,1.3446837447905511e-05,8.010352170782641e-06,2.2572886477389745e-05,1.3161013502259845e-05,1.2981582551525875e-05,1.3342924507822747e-05,250
