pub_year,lexeme,target,n_docs,n_pos,prevalence,prev_lo95,prev_hi95,std_prev,std_lo95,std_hi95,L_star
2025,defend_idea,any,1127750,1,8.867213478164487e-07,1.565281084236211e-07,5.023200486548693e-06,7.771431203494715e-07,7.659669439385421e-07,7.884823675321484e-07,250
2010,defend_idea,title,387434,0,0.0,0.0,9.915032579754911e-06,1.3169164279395415e-16,1.3164604153825927e-16,1.317372598456008e-16,250
2011,defend_idea,title,509457,0,0.0,0.0,7.540243543928248e-06,1.3169164279395603e-16,1.3164994064130937e-16,1.317333581564038e-16,250
2012,defend_idea,title,552351,0,0.0,0.0,6.954693853227528e-06,1.316916427939579e-16,1.3165368630785997e-16,1.3172961022312075e-16,250
2013,defend_idea,title,616976,0,0.0,0.0,6.226230684638206e-06,1.3169164279395884e-16,1.3165722834050798e-16,1.317260662431528e-16,250
2014,defend_idea,title,668201,0,0.0,0.0,5.748923956174092e-06,1.316916427939607e-16,1.3166049712148241e-16,1.3172279583427473e-16,250
2015,defend_idea,title,692692,0,0.0,4.235164736271502e-22,5.5456646204256045e-06,1.3169164279396258e-16,1.3166339755276105e-16,1.3171989409450682e-16,250
2016,defend_idea,title,744227,0,0.0,0.0,5.1616495940482715e-06,1.3169164279396352e-16,1.31665805216487e-16,1.3171748544170418e-16,250
2017,defend_idea,title,767947,0,0.0,0.0,5.002219690777061e-06,1.316916427939654e-16,1.3166757172609912e-16,1.3171571826243158e-16,250
2018,defend_idea,title,826130,0,0.0,4.235164736271502e-22,4.649923084993978e-06,1.3169164279396727e-16,1.3166854942417803e-16,1.3171474021410662e-16,250
2019,defend_idea,title,885697,0,0.0,0.0,4.337196760891559e-06,1.3169164279396914e-16,1.3166863748957434e-16,1.3171465211787864e-16,250
2020,defend_idea,title,1023857,0,0.0,2.117582368135751e-22,3.7519345062759947e-06,1.31691642793971e-16,1.3166782604905095e-16,1.3171546384698478e-16,250
2021,defend_idea,title,1172890,0,0.0,2.117582368135751e-22,3.275197366469415e-06,1.3169164279397193e-16,1.3166620104640286e-16,1.3171708945762816e-16,250
2022,defend_idea,title,1221578,0,0.0,0.0,3.144659400066582e-06,1.316916427939738e-16,1.3166390514149013e-16,1.3171938628995241e-16,250
2023,defend_idea,title,1176462,0,0.0,0.0,3.265253172102903e-06,1.3169164279397567e-16,1.316610892527747e-16,1.3172220342549378e-16,250
2024,defend_idea,title,1227755,0,0.0,0.0,3.128838246548248e-06,1.316916427939766e-16,1.3165788329835252e-16,1.3172541094615446e-16,250
2025,defend_idea,title,1127750,0,0.0,0.0,3.406291940202976e-06,1.3169164279397848e-16,1.3165438789475648e-16,1.3172890823540525e-16,250
2010,defend_idea,abstract,387434,0,0.0,0.0,9.915032579754911e-06,1.193078972502773e-06,1.171686958946154e-06,1.2148615491569573e-06,250
2011,defend_idea,abstract,509457,0,0.0,0.0,7.540243543928248e-06,1.159465903310788e-06,1.1402283703168177e-06,1.1790280048289153e-06,250
2012,defend_idea,abstract,552351,0,0.0,0.0,6.954693853227528e-06,1.1267998268774064e-06,1.1095442933105549e-06,1.1443237166511668e-06,250
2013,defend_idea,abstract,616976,0,0.0,0.0,6.226230684638206e-06,1.0950540633035912e-06,1.079598999718663e-06,1.1107303745232136e-06,250
2014,defend_idea,abstract,668201,1,1.4965556771091333e-06,2.6417887368525883e-07,8.477839229537532e-06,1.0642026843474787e-06,1.0503536905292923e-06,1.0782342780124649e-06,250
2015,defend_idea,abstract,692692,2,2.887286124280344e-06,7.917983542602716e-07,1.0528406490885007e-05,1.0342204922479877e-06,1.0217662485447585e-06,1.0468265397752995e-06,250
2016,defend_idea,abstract,744227,1,1.3436760558270527e-06,2.3719185710948878e-07,7.611795977422951e-06,1.0050829991450398e-06,9.937919985013574e-07,1.016502282735392e-06,250
2017,defend_idea,abstract,767947,3,3.90651959054466e-06,1.3285700652043285e-06,1.1486649724123615e-05,9.767664070795598e-07,9.663864266487477e-07,9.872578790259826e-07,250
2018,defend_idea,abstract,826130,1,1.2104632442835872e-06,2.1367651741931944e-07,6.8571617990198665e-06,9.492475885569111e-07,9.395105850005234e-07,9.59085505449285e-07,250
2019,defend_idea,abstract,885697,1,1.1290542928337795e-06,1.9930583434298072e-07,6.3959897183548945e-06,9.225040676579258e-07,9.13138359969946e-07,9.31965835704985e-07,250
2020,defend_idea,abstract,1023857,1,9.766988944745213e-07,1.7241135845842624e-07,5.532913607746042e-06,8.96514001682076e-07,8.87262218646448e-07,9.058622560989954e-07,250
2021,defend_idea,abstract,1172890,0,0.0,2.117582368135751e-22,3.275197366469415e-06,8.71256163307805e-07,8.618932616060085e-07,8.807207758071853e-07,250
2022,defend_idea,abstract,1221578,0,0.0,0.0,3.144659400066582e-06,8.467099232554555e-07,8.370548361655334e-07,8.564763777526785e-07,250
2023,defend_idea,abstract,1176462,2,1.7000124100905937e-06,4.66204844607249e-07,6.199062045735012e-06,8.228552334386125e-07,8.127735631024559e-07,8.330619570450876e-07,250
2024,defend_idea,abstract,1227755,0,0.0,0.0,3.128838246548248e-06,7.996726105901328e-07,7.890723251764365e-07,8.10415298615356e-07,250
2025,defend_idea,abstract,1127750,1,8.867213478164487e-07,1.565281084236211e-07,5.023200486548693e-06,7.771431203494715e-07,7.659669439385421e-07,7.884823675321484e-07,250
2010,enemy,any,387434,151,0.0003897438015249049,0.00033234879623366786,0.00045704611075091713,0.000424311054307108,0.0004234124784653593,0.00042521153631626266,250
2011,enemy,any,509457,166,0.0003258371167733489,0.00027990281017985886,0.00037930675312833497,0.00041965684167569157,0.00041881925609979373,0.0004204961016122217,250
2012,enemy,any,552351,200,0.0003620885994594017,0.00031527050645711223,0.00041585634988420476,0.000415053659297709,0.0004142734991566789,0.0004158352880256604,250
2013,enemy,any,616976,241,0.0003906148699463188,0.0003443212554264434,0.00044312985103425403,0.0004105009481238793,0.0004097742873269366,0.0004112288969925665,250
2014,enemy,any,668201,258,0.0003861113646941564,0.0003417912602288386,0.00043617595366589985,0.00040599815521935644,0.0004053206356331375,0.0004066768068625093,250
2015,enemy,any,692692,283,0.00040855098658566867,0.00036365146675226064,0.0004589916396659984,0.00040154473369707596,0.0004009114937720391,0.00040217897342250097,250
2016,enemy,any,744227,273,0.0003668235632407854,0.00032582072051697675,0.00041298426872924977,0.00039714014265181845,0.0003965457567310263,0.0003977354191483974,250
2017,enemy,any,767947,254,0.00033075199199944787,0.00029250596690234517,0.0003739969277990734,0.00039278384709499594,0.0003922222936399662,0.0003933462042223325,250
2018,enemy,any,826130,282,0.00034135063488797165,0.0003037727503603079,0.00038357526799223494,0.0003884753178901363,0.0003879400009533861,0.00038901137322123124,250
2019,enemy,any,885697,297,0.00033532912497163253,0.00029930468338578315,0.00037568785454158423,0.000384214031689071,0.00038369788019574865,0.0003847308772436363,250
2020,enemy,any,1023857,343,0.00033500772080476084,0.0003013856638681421,0.0003723791983936005,0.00037999947086881264,0.00037949512850210076,0.0003805044832425456,250
2021,enemy,any,1172890,397,0.00033848016438029144,0.00030678660485968624,0.00037344670408868014,0.0003758311234691178,0.0003753312164022231,0.0003763316961161224,250
2022,enemy,any,1221578,395,0.0003233522542154492,0.00029300221161765287,0.00035684492254790064,0.0003717084831307259,0.0003712059225001996,0.0003722117239043445,250
2023,enemy,any,1176462,400,0.0003400024820181187,0.00030828015965203104,0.0003749878371679434,0.0003676310490342656,0.0003671193077841519,0.0003681435033568248,250
2024,enemy,any,1227755,342,0.00027855720400242717,0.000250561280404943,0.00030968022272559215,0.0003635983258398287,0.00036307163805888494,0.00036412577737906246,250
2025,enemy,any,1127750,344,0.00030503214364885833,0.0002744602864187622,0.00033900821476209257,0.000359609823627194,0.00035906328347937784,0.00036015719537915096,250
2010,enemy,title,387434,26,6.710820423607634e-05,4.579899815495125e-05,9.83311121368936e-05,7.842661153643474e-05,7.816357811057981e-05,7.869053004380763e-05,250
2011,enemy,title,509457,37,7.262634530490306e-05,5.269380459465531e-05,0.00010009803431841645,7.865300671508866e-05,7.841070688315943e-05,7.889605522763305e-05,250
2012,enemy,title,552351,42,7.603860588647437e-05,5.6258741551541034e-05,0.0001027721064241853,7.888005538026491e-05,7.86579914052866e-05,7.910274622744079e-05,250
2013,enemy,title,616976,49,7.941962086045486e-05,6.007931279616627e-05,0.00010498517063962094,7.910775941794487e-05,7.890523265250245e-05,7.931080596941397e-05,250
2014,enemy,title,668201,55,8.231056224100233e-05,6.324331073105421e-05,0.00010712579131279832,7.933612071955158e-05,7.915215223945442e-05,7.952051675226953e-05,250
2015,enemy,title,692692,49,7.073851004486843e-05,5.3512181952056244e-05,9.35097181740013e-05,7.956514118196509e-05,7.939836072003185e-05,7.973227194715703e-05,250
2016,enemy,title,744227,61,8.196423940545022e-05,6.381556784193653e-05,0.00010527371442164605,7.979482270753769e-05,7.96433213882991e-05,7.994661219675962e-05,250
2017,enemy,title,767947,62,8.073473820458964e-05,6.298516462667296e-05,0.00010348572376748903,8.002516720411058e-05,7.988632569044528e-05,8.016425000338141e-05,250
2018,enemy,title,826130,66,7.989057412271676e-05,6.280230592412503e-05,0.00010162802243625267,8.025617658502924e-05,8.012652092533199e-05,8.038604202843424e-05,250
2019,enemy,title,885697,68,7.6775691912697e-05,6.056823714071568e-05,9.731967746300531e-05,8.048785276915898e-05,8.036305090112796e-05,8.061284843583754e-05,250
2020,enemy,title,1023857,100,9.766988944745214e-05,8.031184484419208e-05,0.0001187791356549313,8.07201976809015e-05,8.059532302285109e-05,8.084526580451371e-05,250
2021,enemy,title,1172890,124,0.00010572176418931017,8.868005432990784e-05,0.00012603797889589461,8.095321325021052e-05,8.082326327738558e-05,8.108337214340551e-05,250
2022,enemy,title,1221578,121,9.905220951916292e-05,8.290627498220234e-05,0.00011834218048526656,8.11869014126079e-05,8.104734052223224e-05,8.132670260276206e-05,250
2023,enemy,title,1176462,93,7.90505770692126e-05,6.45347453321938e-05,9.683114573803924e-05,8.142126410919921e-05,8.126833875490424e-05,8.157447720477787e-05,250
2024,enemy,title,1227755,80,6.51595798836087e-05,5.236039474581563e-05,8.108719552037871e-05,8.165630328669063e-05,8.148708291748169e-05,8.182587503907605e-05,250
2025,enemy,title,1127750,76,6.73908224340501e-05,5.3847845310057636e-05,8.433963239261497e-05,8.189202089740473e-05,8.170427846136447e-05,8.208019469799063e-05,250
2010,enemy,abstract,387434,138,0.0003561896994068667,0.00030152056348954176,0.0004207668046389982,0.0003994286938715773,0.0003984841652237707,0.00040037546044277767,250
2011,enemy,abstract,509457,153,0.0003003197522067613,0.00025635920336227185,0.00035181601562703365,0.00039288117512107675,0.00039200418372611825,0.0003937601277475057,250
2012,enemy,abstract,552351,176,0.0003186379675242735,0.00027491776032789625,0.0003693084365148501,0.000386440943175711,0.0003856272074578423,0.00038725639534220894,250
2013,enemy,abstract,616976,221,0.00035819869816654135,0.0003139903856204578,0.00040862878094181156,0.0003801062413967902,0.000379351200768495,0.0003808627842455666,250
2014,enemy,abstract,668201,232,0.0003472009170893189,0.0003053119073401403,0.0003948348587313319,0.00037387534186372236,0.00037317409859848223,0.0003745779023636109,250
2015,enemy,abstract,692692,257,0.0003710162669700242,0.0003283508711302246,0.0004192232123666788,0.0003677465449059447,0.0003670938072318205,0.00036840044279972425,250
2016,enemy,abstract,744227,237,0.0003184512252310115,0.0002804119084959227,0.00036164890409287376,0.00036171817864243875,0.0003611082146780154,0.00036232917255070527,250
2017,enemy,abstract,767947,216,0.0002812694105192155,0.00024618156013207987,0.0003213566666543608,0.00035578859852871243,0.0003552152161047943,0.00035636290616694296,250
2018,enemy,abstract,826130,243,0.0002941425683609117,0.0002594156952779332,0.00033351662904824655,0.0003499561869111142,0.0003494127589403594,0.0003505004597577586,250
2019,enemy,abstract,885697,254,0.00028677979037978,0.0002536178214087337,0.0003242764684709621,0.0003442193525883809,0.00034369890769485073,0.0003447405852920309,250
2020,enemy,abstract,1023857,270,0.0002637087015081208,0.0002340769752854647,0.00029709038340149926,0.0003385765303802875,0.00033807191933346147,0.0003390818943613965,250
2021,enemy,abstract,1172890,311,0.00026515700534576986,0.00023728288778299768,0.0002963045833919603,0.0003330261807032916,0.0003325303091621136,0.000333522791444903,250
2022,enemy,abstract,1221578,312,0.00025540735016511433,0.0002285987131150579,0.0002853590402769882,0.0003275667891530663,0.000327072882496911,0.00032806144140368486,250
2023,enemy,abstract,1176462,341,0.0002898521159204462,0.0002606807346393088,0.00032228685749260456,0.0003221968660937956,0.0003216987162126809,0.00032269578711009906,250
2024,enemy,abstract,1227755,291,0.00023701797182662664,0.00021130784851596622,0.0002658554502020446,0.0003169149462541425,0.0003164070942709732,0.00031742361311076973,250
2025,enemy,abstract,1127750,301,0.00026690312569275105,0.00023840925479870582,0.00029880147022706753,0.0003117195883297673,0.00031119741951721506,0.00031224263303359967,250
2010,fight,any,387434,457,0.0011795557436879572,0.0010763072973502376,0.0012926958319381754,0.0012889053520246043,0.001287403496230174,0.001290408957586278,250
2011,fight,any,509457,573,0.0011247269151272825,0.0010363727252124505,0.0012206043871563217,0.0013527448844866874,0.0013512815829737432,0.0013542097684586232,250
2012,fight,any,552351,637,0.0011532521892781945,0.001067148626597366,0.0012462944047804264,0.0014197418965054254,0.0014183192513942322,0.0014211659665699218,250
2013,fight,any,616976,736,0.0011929151214958118,0.0011098340946286102,0.0012822075243181844,0.0014900520996245688,0.0014886705943383928,0.001491434885050307,250
