pub_year,country,n_hits,n_metaphor,share_metaphor,lo95,hi95
2014,UNKNOWN,4473,996,0.22266934942991282,0.210718037346319,0.2350966016528575
2014,United Kingdom,1186,220,0.18549747048903878,0.16440344235222917,0.20862227088910093
2014,United States,3199,812,0.2538293216630197,0.239049703269583,0.2691994497871765
2015,Australia,342,62,0.18128654970760233,0.14406962605261728,0.22558373840122378
2015,Canada,423,102,0.24113475177304963,0.20281625163744482,0.28411268772784615
2015,China,1321,398,0.3012869038607116,0.2771501810038543,0.32657598826372886
2015,France,517,117,0.2263056092843327,0.1923317549241475,0.2643167218680464
2015,Germany,735,177,0.24081632653061225,0.21130337597087348,0.2730244247346591
2015,India,477,101,0.21174004192872117,0.1774544004242086,0.2506315207139943
2015,Italy,472,116,0.2457627118644068,0.2090769703693107,0.2865533587012034
2015,Japan,504,172,0.3412698412698413,0.3012160759714716,0.3837249676929215
2015,Netherlands,295,53,0.17966101694915254,0.14005821592169726,0.22749941565377763
2015,South Korea,247,80,0.32388663967611336,0.2686107674293647,0.3845566140353192
2015,Spain,303,64,0.21122112211221122,0.1690229066023624,0.2606499913411225
2015,Switzerland,134,31,0.23134328358208955,0.16803657690696439,0.309624203702892
2015,UNKNOWN,4353,956,0.21961865380197565,0.2075705981119397,0.23216113803878827
2015,United Kingdom,1392,303,0.21767241379310345,0.19678704826430052,0.24011175207362004
2015,United States,3795,948,0.24980237154150198,0.23628702387593412,0.2638237281559439
2016,Australia,356,68,0.19101123595505617,0.15356046430720688,0.23505917746224225
2016,Canada,453,98,0.2163355408388521,0.18088880371843757,0.2565527965613873
2016,China,1525,515,0.3377049180327869,0.3144030371402235,0.36182238365531855
2016,France,551,125,0.22686025408348456,0.19385255172549704,0.26365013626798806
2016,Germany,857,191,0.22287047841306884,0.19627872199810703,0.25193558606888117
2016,India,490,141,0.28775510204081634,0.24944370733741636,0.32936848778141936
2016,Italy,490,136,0.27755102040816326,0.23974966554576918,0.3188131158768568
2016,Japan,580,201,0.34655172413793106,0.3089478915733129,0.3861748214324686
2016,Netherlands,228,41,0.17982456140350878,0.13541127907793077,0.23484803199327764
2016,South Korea,278,93,0.3345323741007194,0.28165717891644154,0.3919181694905866
2016,Spain,386,102,0.26424870466321243,0.22274022184002512,0.3104033269488427
2016,Switzerland,131,41,0.31297709923664124,0.2398570731731085,0.39675320656913377
2016,UNKNOWN,4497,942,0.209472981987992,0.1978299552788726,0.22161193710792226
2016,United Kingdom,1528,310,0.20287958115183247,0.18347262494221575,0.2237767383835201
2016,United States,3898,954,0.24474089276552077,0.23149978063194898,0.2584846226294115
2017,Australia,350,74,0.21142857142857144,0.17190147810736822,0.2572213819632443
2017,Canada,460,103,0.22391304347826088,0.1881941249687127,0.26420497569428336
2017,China,1527,493,0.3228552717747217,0.29987337740958625,0.3467262120627506
2017,France,569,137,0.24077328646748683,0.20745621538157863,0.2775670917524493
2017,Germany,712,163,0.22893258426966293,0.1995749250909324,0.26119953097939386
2017,India,498,113,0.22690763052208834,0.1922943142041859,0.2657018413163478
2017,Italy,465,130,0.27956989247311825,0.2407124654444378,0.32203951362403205
2017,Japan,462,159,0.34415584415584416,0.302279181558344,0.3886027756539988
2017,Netherlands,278,48,0.17266187050359713,0.13277338837987648,0.2214734965122879
2017,South Korea,298,100,0.33557046979865773,0.28435298056356517,0.39097326393946086
2017,Spain,379,63,0.1662269129287599,0.13213414116246763,0.2070178911713818
2017,Switzerland,160,43,0.26875,0.206075499357641,0.3422683659091802
2017,UNKNOWN,4235,903,0.21322314049586777,0.20115016945847422,0.22581589577488262
2017,United Kingdom,1447,293,0.20248790601243952,0.18258274952429815,0.22396853506619213
2017,United States,3860,978,0.2533678756476684,0.2398967795595343,0.26732937858072975
2018,Australia,356,62,0.17415730337078653,0.1382974233487897,0.2169741988808112
2018,Canada,470,90,0.19148936170212766,0.15847428866388075,0.2295066602346017
2018,China,1863,544,0.29200214707461086,0.2718002637221958,0.3130600379717805
2018,France,561,130,0.23172905525846701,0.19870951766424708,0.26839758770219724
2018,Germany,785,209,0.2662420382165605,0.23651557596998649,0.29824518502163355
2018,India,490,131,0.2673469387755102,0.23008092841275904,0.30823243931365696
2018,Italy,570,136,0.23859649122807017,0.20542934073113917,0.2752634614020109
2018,Japan,568,214,0.3767605633802817,0.33786336834512937,0.41731352930632576
2018,Netherlands,276,63,0.22826086956521738,0.18267497549804396,0.281307235600594
2018,South Korea,295,87,0.29491525423728815,0.2457835859525004,0.3493194480191
2018,Spain,429,90,0.2097902097902098,0.17392218846745588,0.2508094426512051
2018,Switzerland,161,41,0.2546583850931677,0.19362287419063184,0.3271287585285856
2018,UNKNOWN,4413,988,0.22388397915250396,0.21182852148713627,0.23641972950381418
2018,United Kingdom,1687,362,0.21458209839952577,0.19565192358564143,0.2348091672657382
2018,United States,4180,1067,0.25526315789473686,0.24227433914612811,0.26870139448582725
2019,Australia,379,74,0.19525065963060687,0.15848413832434743,0.2381329346761238
2019,Canada,474,102,0.21518987341772153,0.18056167898621558,0.2543973539399852
2019,China,2351,746,0.3173117822203318,0.2988090107613389,0.336410593181685
2019,France,625,155,0.248,0.2157513363102757,0.2833274925717461
2019,Germany,771,194,0.251621271076524,0.22227330176017404,0.283432032356918
2019,India,580,162,0.2793103448275862,0.24434040849430255,0.3171843922331135
2019,Italy,601,196,0.3261231281198003,0.2898510032485358,0.36460390067371956
2019,Japan,578,209,0.3615916955017301,0.32345530742417045,0.4015556941564041
2019,Netherlands,300,63,0.21,0.1677218007333024,0.25961112257693425
2019,South Korea,308,85,0.275974025974026,0.22904438361694476,0.3284230534522593
2019,Spain,510,110,0.21568627450980393,0.18218604261814053,0.25343754317508754
2019,Switzerland,142,35,0.24647887323943662,0.18289541414238583,0.32341780719942104
2019,UNKNOWN,4849,1064,0.21942668591462158,0.20800268255236537,0.23129488711082336
2019,United Kingdom,1673,323,0.19306634787806337,0.17486457643526318,0.2126744216031806
2019,United States,4332,1068,0.24653739612188366,0.23393126355604962,0.25959265311472046
2020,Australia,459,84,0.1830065359477124,0.15031247401245323,0.22096251777099873
2020,Canada,537,119,0.22160148975791433,0.18852046279923623,0.258637303818785
2020,China,3599,1107,0.30758544040011115,0.29271995700903386,0.3228612402681432
2020,France,761,176,0.23127463863337713,0.20271170129926364,0.26253695215287093
2020,Germany,1015,235,0.2315270935960591,0.20661896670398502,0.2584597309858049
2020,India,1022,272,0.26614481409001955,0.23996227834037845,0.2940787804509984
2020,Italy,992,267,0.2691532258064516,0.24248285779164264,0.29760457686650316
2020,Japan,649,205,0.31587057010785824,0.28127867066291906,0.352629383473633
2020,Netherlands,345,75,0.21739130434782608,0.17710766231747038,0.26389914731110997
2020,South Korea,471,123,0.2611464968152866,0.22352268231356892,0.3026349523655825
2020,Spain,579,122,0.21070811744386875,0.17945200497387176,0.24577762663498792
2020,Switzerland,194,43,0.22164948453608246,0.16892478874704706,0.28518356324462735
2020,UNKNOWN,6745,1519,0.2252038547071905,0.21539317441247058,0.2353273644209059
2020,United Kingdom,2242,465,0.20740410347903657,0.19112865684105168,0.22468050687037983
2020,United States,5768,1534,0.2659500693481276,0.25470611866679077,0.27750556468189475
2021,Australia,576,124,0.2152777777777778,0.18365670098922945,0.25067143300260314
2021,Canada,749,195,0.260347129506008,0.230199812264858,0.29294015858323547
2021,China,4327,1332,0.3078345273861798,0.29425636305519,0.32175359348271515
2021,France,842,194,0.23040380047505937,0.20322391650320418,0.260032471244702
2021,Germany,1122,259,0.23083778966131907,0.20712564766018213,0.2563867365500395
2021,India,1469,371,0.25255275697753576,0.2309998307851275,0.2753964648609023
2021,Italy,1074,288,0.2681564245810056,0.2425229709177645,0.29544247295662496
2021,Japan,785,290,0.36942675159235666,0.33637559389829413,0.4037496268190958
2021,Netherlands,352,75,0.21306818181818182,0.17350820395307043,0.2588232599818661
2021,South Korea,477,166,0.3480083857442348,0.3066295222835608,0.39181578158930996
2021,Spain,762,153,0.20078740157480315,0.17387735897545878,0.23069914344818074
2021,Switzerland,163,41,0.25153374233128833,0.1911679374831783,0.32334122245499175
2021,UNKNOWN,7801,1832,0.23484168696320984,0.22556692845634135,0.244377461595997
2021,United Kingdom,2590,503,0.1942084942084942,0.17943087793146661,0.2098918601204669
2021,United States,7170,1767,0.24644351464435146,0.23660621506651347,0.25655236379651575
2022,Australia,636,134,0.21069182389937108,0.18078309898384576,0.24407442638147064
2022,Canada,677,145,0.21418020679468242,0.18493469932131892,0.24665103185560686
2022,China,5835,1832,0.3139674378748929,0.30218502404183195,0.3259946387711929
2022,France,834,184,0.22062350119904076,0.19379719006084087,0.25001166530910046
2022,Germany,1090,269,0.2467889908256881,0.22211270009321077,0.2732437836561536
2022,India,1679,463,0.27575938058368077,0.2549133942381575,0.29762912481310866
2022,Italy,1067,257,0.2408622305529522,0.21616376364801856,0.26741992145788607
2022,Japan,765,268,0.3503267973856209,0.31734429643655704,0.38480496024991606
2022,Netherlands,413,82,0.19854721549636803,0.16293041315725296,0.23972017561945444
2022,South Korea,560,177,0.31607142857142856,0.27892738696170116,0.3557216854373727
2022,Spain,720,129,0.17916666666666667,0.1528803319387026,0.20885835493797167
2022,Switzerland,259,58,0.22393822393822393,0.17741364329238393,0.2785321552068091
2022,UNKNOWN,8336,2031,0.24364203454894434,0.23454619218287506,0.25297404173241445
2022,United Kingdom,2662,475,0.17843726521412473,0.16435895179524423,0.19344231791816596
2022,United States,7029,1709,0.24313558116375017,0.23324917376926907,0.25330259607462086
2023,Australia,424,74,0.17452830188679244,0.14136620725426197,0.21353502003500363
2023,Canada,649,160,0.2465331278890601,0.214930111613291,0.2811190507755191
2023,China,5717,1821,0.3185237012419101,0.3065719674125783,0.3307191522704088
2023,France,669,151,0.2257100149476831,0.1956494571252755,0.2589025845351032
2023,Germany,872,240,0.27522935779816515,0.24661981426585908,0.3058105987362596
2023,India,1548,459,0.29651162790697677,0.2742863422000569,0.319744351838262
2023,Italy,890,248,0.2786516853932584,0.2501961202866388,0.3090098260119016
2023,Japan,701,256,0.3651925820256776,0.33037422753612955,0.40148036524530883
2023,Netherlands,287,60,0.20905923344947736,0.16601096385607333,0.2597930440142189
2023,South Korea,574,189,0.32926829268292684,0.29206935836197795,0.3687372573488215
2023,Spain,630,130,0.20634920634920634,0.1765740834627822,0.23968372856420228
2023,Switzerland,210,44,0.20952380952380953,0.1599468720029172,0.2695370051048569
2023,UNKNOWN,8288,2106,0.2541023166023166,0.2448449626660374,0.26358751035670314
2023,United Kingdom,2295,472,0.2056644880174292,0.18962653607813199,0.2226861334988892
2023,United States,6787,1660,0.24458523648150876,0.23450532752611106,0.25495411265906986
2024,Australia,460,77,0.1673913043478261,0.13606014966148877,0.204231680271097
2024,Canada,564,138,0.24468085106382978,0.21100694441112205,0.2818092360098622
2024,China,6846,2260,0.3301197779725387,0.3190783086819211,0.3413517882797016
2024,France,638,151,0.23667711598746083,0.20533274785457184,0.2711734899672117
2024,Germany,854,222,0.25995316159250587,0.231657505395352,0.29039870232904264
2024,India,1842,572,0.31053203040173727,0.2898139744946092,0.33203870593767926
2024,Italy,828,205,0.24758454106280192,0.21939661652499026,0.2781037838606785
2024,Japan,609,221,0.36288998357963875,0.32567096683366586,0.401827886913334
2024,Netherlands,353,57,0.16147308781869688,0.12676533639118276,0.20346943848655125
2024,South Korea,541,150,0.27726432532347506,0.24121390678473464,0.3164555838563722
2024,Spain,632,157,0.24841772151898733,0.2163176806625176,0.28355764896792207
2024,Switzerland,183,37,0.20218579234972678,0.1503954993167939,0.26622220058778745
2024,UNKNOWN,8674,2130,0.24556144800553378,0.23661742586087964,0.25473073704968635
2024,United Kingdom,2129,424,0.199154532644434,0.1827389528630092,0.21665381742367704
2024,United States,6710,1670,0.2488822652757079,0.23868273496045225,0.2593691596709783
2025,Australia,425,84,0.1976470588235294,0.16256814856094734,0.23814277918669827
2025,Canada,496,109,0.21975806451612903,0.18554695242543415,0.2582766938645274
2025,China,6501,2162,0.332564220889094,0.3212135503319229,0.344112651116393
2025,France,588,129,0.2193877551020408,0.1878191265451467,0.25459911725690215
2025,Germany,766,195,0.2545691906005222,0.2249976333302575,0.2865901154303932
2025,India,1916,670,0.3496868475991649,0.3286542417038059,0.3713209841912421
2025,Italy,622,166,0.26688102893890675,0.23362771192145504,0.3029961471842325
2025,Japan,529,176,0.332703213610586,0.2938840413960635,0.3739345994586788
2025,Netherlands,293,58,0.19795221843003413,0.1563648724314144,0.24735723329062992
2025,South Korea,381,105,0.2755905511811024,0.23313368378578977,0.3225274954332804
2025,Spain,440,94,0.21363636363636362,0.17790292209217157,0.2543267739133011
2025,Switzerland,150,26,0.17333333333333334,0.1211206322638728,0.24185992738993722
2025,UNKNOWN,7327,1763,0.24061689641053638,0.23096678540889165,0.2505388478323621
2025,United Kingdom,1839,361,0.19630233822729745,0.1787895410821945,0.21508126931578095
2025,United States,5933,1427,0.24051913028821845,0.22981387847926452,0.25156017852450485
